,year_week,user_id,time,freq,time_period
3912,2012-45,3819,5.56,3,Early Morning
3916,2012-45,3957,9.43,3,Late Morning
3917,2012-45,4019,8.28,5,Morning
3927,2012-45,4263,22.07,3,Night
3928,2012-45,4269,22.36,4,Night
3929,2012-45,4282,18.33,3,Evening
3934,2012-45,4489,5.58,4,Early Morning
3941,2012-45,4835,3.07,3,Early Morning
3942,2012-45,4837,17.5,3,After Noon
3947,2012-45,5057,10.05,3,Late Morning
3950,2012-45,5151,23.34,3,Night
3952,2012-45,5240,8.56,6,Morning
3955,2012-45,5281,11.54,5,Late Morning
3957,2012-45,5297,17.32,3,After Noon
3977,2012-45,6050,10.06,4,Late Morning
3982,2012-45,6134,18.18,3,Evening
3987,2012-45,6204,9.49,4,Late Morning
3989,2012-45,6312,19.47,4,Evening
3994,2012-45,6637,17.32,3,After Noon
4004,2012-45,7023,8.42,4,Morning
4007,2012-45,7120,11.44,3,Late Morning
4011,2012-45,7205,1.57,3,Mid Night
4022,2012-45,7590,0.51,6,Mid Night
4023,2012-45,7600,0.05,3,Mid Night
4032,2012-45,7979,16.17,3,After Noon
4034,2012-45,8029,16.15,5,After Noon
4035,2012-45,8068,20.02,6,Evening
4039,2012-45,8280,13.39,4,Mid Noon
4044,2012-45,8426,22.31,4,Night
4057,2012-45,9042,7.51,3,Morning
4064,2012-45,9281,6.46,6,Morning
4066,2012-45,9312,11.49,4,Late Morning
4068,2012-45,9345,20.35,4,Evening
4070,2012-45,9402,13.23,6,Mid Noon
4073,2012-45,9481,10.36,5,Late Morning
4075,2012-45,9532,11.09,4,Late Morning
4097,2012-45,10526,14.02,3,Mid Noon
4099,2012-45,10734,15.39,4,After Noon
4102,2012-45,10791,5.48,3,Early Morning
4103,2012-45,10869,0.23,4,Mid Night
4104,2012-45,10945,5.2,4,Early Morning
4105,2012-45,10953,12.15,3,Mid Noon
4106,2012-45,11015,17.57,4,After Noon
4107,2012-45,11083,17.26,4,After Noon
4109,2012-45,11186,14.3,5,Mid Noon
4112,2012-45,11240,9.11,3,Late Morning
4113,2012-45,11267,5.58,3,Early Morning
4121,2012-45,11688,5.23,3,Early Morning
4128,2012-45,11959,23.34,3,Night
4136,2012-46,445,3.26,5,Early Morning
4138,2012-46,509,11.2,3,Late Morning
4140,2012-46,603,6.03,6,Morning
4148,2012-46,906,22.49,6,Night
4149,2012-46,912,19.15,3,Evening
4151,2012-46,1027,2.13,5,Mid Night
4172,2012-46,1811,16.09,6,After Noon
4173,2012-46,1822,11.59,4,Late Morning
4176,2012-46,2042,0.11,3,Mid Night
4177,2012-46,2078,6.19,3,Morning
4186,2012-46,2474,23.14,6,Night
4187,2012-46,2519,19.46,3,Evening
4188,2012-46,2539,19.26,4,Evening
4191,2012-46,2658,22.34,3,Night
4193,2012-46,2744,3.21,4,Early Morning
4194,2012-46,2771,17.23,3,After Noon
4198,2012-46,2915,19.45,4,Evening
4199,2012-46,3046,18.39,4,Evening
4202,2012-46,3113,6.42,4,Morning
4203,2012-46,3125,1.38,3,Mid Night
4206,2012-46,3226,4.55,6,Early Morning
4207,2012-46,3269,1.03,5,Mid Night
4213,2012-46,3623,14.34,5,Mid Noon
4214,2012-46,3642,21.59,4,Night
4217,2012-46,3812,22.52,4,Night
4221,2012-46,3960,19.32,3,Evening
4222,2012-46,4019,8.28,5,Morning
4223,2012-46,4022,18.11,3,Evening
4238,2012-46,4282,18.33,3,Evening
4242,2012-46,4489,5.58,4,Early Morning
4243,2012-46,4612,15.4,3,After Noon
4256,2012-46,4924,10.28,3,Late Morning
4263,2012-46,5101,18.36,5,Evening
4271,2012-46,5281,11.54,4,Late Morning
4276,2012-46,5369,14.37,3,Mid Noon
4286,2012-46,5609,17.42,3,After Noon
4294,2012-46,5939,12.38,4,Mid Noon
4301,2012-46,6134,18.18,5,Evening
4302,2012-46,6171,2.05,4,Mid Night
4309,2012-46,6419,12.14,3,Mid Noon
4310,2012-46,6590,13.51,3,Mid Noon
4317,2012-46,6851,20.52,3,Evening
4323,2012-46,7023,8.42,5,Morning
4325,2012-46,7120,11.44,4,Late Morning
4330,2012-46,7205,1.57,3,Mid Night
4332,2012-46,7209,1.54,4,Mid Night
4333,2012-46,7210,19.17,3,Evening
4334,2012-46,7375,0.41,4,Mid Night
4338,2012-46,7536,11.39,3,Late Morning
4339,2012-46,7572,20.4,3,Evening
4340,2012-46,7590,0.51,5,Mid Night
4343,2012-46,7641,18.08,4,Evening
4348,2012-46,7899,5.36,3,Early Morning
4353,2012-46,8029,16.15,4,After Noon
4354,2012-46,8068,20.02,4,Evening
4359,2012-46,8259,15.04,3,After Noon
4363,2012-46,8426,22.31,3,Night
4368,2012-46,8768,2.0,3,Mid Night
4369,2012-46,8912,4.14,3,Early Morning
4372,2012-46,9042,7.51,4,Morning
4374,2012-46,9083,7.55,3,Morning
4376,2012-46,9281,6.46,5,Morning
4378,2012-46,9312,11.49,5,Late Morning
4379,2012-46,9325,23.34,3,Night
4381,2012-46,9400,20.39,4,Evening
4382,2012-46,9402,13.23,7,Mid Noon
4383,2012-46,9434,4.17,6,Early Morning
4384,2012-46,9450,14.04,3,Mid Noon
4405,2012-46,10320,19.35,3,Evening
4407,2012-46,10526,14.02,3,Mid Noon
4411,2012-46,10734,15.39,5,After Noon
4414,2012-46,10791,5.48,3,Early Morning
4416,2012-46,10869,0.23,5,Mid Night
4417,2012-46,10945,5.2,3,Early Morning
4418,2012-46,10953,12.15,5,Mid Noon
4420,2012-46,11015,17.57,3,After Noon
4423,2012-46,11083,17.26,5,After Noon
4426,2012-46,11186,14.3,4,Mid Noon
4428,2012-46,11240,9.11,3,Late Morning
4430,2012-46,11300,13.59,3,Mid Noon
4432,2012-46,11428,19.39,4,Evening
4433,2012-46,11450,12.59,3,Mid Noon
4437,2012-46,11688,5.23,6,Early Morning
4446,2012-47,445,3.26,4,Early Morning
4450,2012-47,603,6.03,5,Morning
4457,2012-47,906,22.49,4,Night
4462,2012-47,1055,22.44,4,Night
4467,2012-47,1155,22.34,4,Night
4470,2012-47,1479,10.56,5,Late Morning
4472,2012-47,1561,1.03,3,Mid Night
4473,2012-47,1693,21.58,3,Night
4479,2012-47,1811,16.09,4,After Noon
4480,2012-47,1822,11.59,6,Late Morning
4481,2012-47,1865,15.06,4,After Noon
4483,2012-47,2042,0.11,7,Mid Night
4493,2012-47,2474,23.14,4,Night
4494,2012-47,2519,19.46,4,Evening
4495,2012-47,2539,19.26,3,Evening
4502,2012-47,2744,3.21,6,Early Morning
4508,2012-47,3046,18.39,3,Evening
4509,2012-47,3066,9.11,3,Late Morning
4510,2012-47,3067,12.23,3,Mid Noon
4515,2012-47,3139,17.13,3,After Noon
4517,2012-47,3226,4.55,6,Early Morning
4518,2012-47,3269,1.03,3,Mid Night
4520,2012-47,3411,3.41,3,Early Morning
4521,2012-47,3556,21.49,3,Night
4523,2012-47,3623,14.34,7,Mid Noon
4527,2012-47,3819,5.56,3,Early Morning
4533,2012-47,4019,8.28,5,Morning
4534,2012-47,4022,18.11,4,Evening
4544,2012-47,4263,22.07,3,Night
4547,2012-47,4282,18.33,3,Evening
4553,2012-47,4489,5.58,4,Early Morning
4561,2012-47,4742,16.5,3,After Noon
4562,2012-47,4780,11.07,3,Late Morning
4568,2012-47,4837,17.5,4,After Noon
4569,2012-47,4924,10.28,4,Late Morning
4573,2012-47,4974,23.21,3,Night
4577,2012-47,5101,18.36,3,Evening
4582,2012-47,5281,11.54,4,Late Morning
4596,2012-47,5682,10.22,4,Late Morning
4598,2012-47,5939,12.38,3,Mid Noon
4601,2012-47,6050,10.06,3,Late Morning
4603,2012-47,6114,1.22,3,Mid Night
4608,2012-47,6204,9.49,3,Late Morning
4611,2012-47,6282,14.29,3,Mid Noon
4613,2012-47,6312,19.47,3,Evening
4614,2012-47,6370,20.19,3,Evening
4620,2012-47,6506,10.54,4,Late Morning
4623,2012-47,6637,17.32,3,After Noon
4631,2012-47,6909,15.47,3,After Noon
4637,2012-47,7023,8.42,4,Morning
4639,2012-47,7120,11.44,3,Late Morning
4641,2012-47,7153,7.48,3,Morning
4645,2012-47,7210,19.17,4,Evening
4650,2012-47,7538,23.29,3,Night
4652,2012-47,7590,0.51,4,Mid Night
4655,2012-47,7678,8.03,3,Morning
4664,2012-47,8029,16.15,6,After Noon
4673,2012-47,8259,15.04,4,After Noon
4674,2012-47,8280,13.39,4,Mid Noon
4676,2012-47,8310,21.1,3,Night
4680,2012-47,8426,22.31,5,Night
4685,2012-47,8768,2.0,3,Mid Night
4692,2012-47,9060,7.01,4,Morning
4694,2012-47,9083,7.55,4,Morning
4696,2012-47,9281,6.46,7,Morning
4697,2012-47,9286,8.0,4,Morning
4698,2012-47,9312,11.49,7,Late Morning
4702,2012-47,9400,20.39,4,Evening
4703,2012-47,9402,13.23,5,Mid Noon
4705,2012-47,9434,4.17,5,Early Morning
4706,2012-47,9450,14.04,5,Mid Noon
4707,2012-47,9481,10.36,3,Late Morning
4709,2012-47,9532,11.09,3,Late Morning
4710,2012-47,9535,6.26,3,Morning
4742,2012-47,10734,15.39,4,After Noon
4745,2012-47,10869,0.23,3,Mid Night
4746,2012-47,10945,5.2,4,Early Morning
4747,2012-47,10953,12.15,5,Mid Noon
4748,2012-47,11015,17.57,3,After Noon
4751,2012-47,11083,17.26,3,After Noon
4764,2012-47,11688,5.23,3,Early Morning
4769,2012-48,69,10.15,3,Late Morning
4774,2012-48,445,3.26,6,Early Morning
4779,2012-48,603,6.03,4,Morning
4783,2012-48,728,16.04,4,After Noon
4785,2012-48,906,22.49,3,Night
4787,2012-48,934,16.28,4,After Noon
4793,2012-48,1155,22.34,3,Night
4794,2012-48,1202,3.07,4,Early Morning
4804,2012-48,1561,1.03,4,Mid Night
4805,2012-48,1693,21.58,3,Night
4809,2012-48,1811,16.09,5,After Noon
4810,2012-48,1822,11.59,5,Late Morning
4815,2012-48,2042,0.11,5,Mid Night
4826,2012-48,2447,11.4,4,Late Morning
4827,2012-48,2474,23.14,7,Night
4830,2012-48,2519,19.46,5,Evening
4834,2012-48,2568,16.44,3,After Noon
4837,2012-48,2622,0.59,3,Mid Night
4842,2012-48,2744,3.21,3,Early Morning
4843,2012-48,2771,17.23,4,After Noon
4847,2012-48,3046,18.39,3,Evening
4851,2012-48,3139,17.13,3,After Noon
4853,2012-48,3226,4.55,4,Early Morning
4855,2012-48,3269,1.03,6,Mid Night
4859,2012-48,3623,14.34,5,Mid Noon
4862,2012-48,3812,22.52,3,Night
4863,2012-48,3819,5.56,3,Early Morning
4869,2012-48,3957,9.43,3,Late Morning
4871,2012-48,4019,8.28,4,Morning
4872,2012-48,4022,18.11,6,Evening
4880,2012-48,4263,22.07,4,Night
4882,2012-48,4282,18.33,3,Evening
4887,2012-48,4489,5.58,5,Early Morning
4892,2012-48,4713,2.03,3,Mid Night
4894,2012-48,4742,16.5,4,After Noon
4895,2012-48,4780,11.07,3,Late Morning
4896,2012-48,4793,5.27,3,Early Morning
4901,2012-48,4934,3.08,3,Early Morning
4902,2012-48,4954,16.29,3,After Noon
4910,2012-48,5240,8.56,5,Morning
4917,2012-48,5378,23.28,4,Night
4924,2012-48,5600,20.53,3,Evening
4929,2012-48,5682,10.22,3,Late Morning
4934,2012-48,5939,12.38,6,Mid Noon
4937,2012-48,6050,10.06,3,Late Morning
4943,2012-48,6204,9.49,4,Late Morning
4945,2012-48,6258,12.43,4,Mid Noon
4949,2012-48,6312,19.47,5,Evening
4964,2012-48,6759,16.24,3,After Noon
4965,2012-48,6835,6.01,3,Morning
4966,2012-48,6851,20.52,3,Evening
4972,2012-48,7023,8.42,7,Morning
4977,2012-48,7120,11.44,4,Late Morning
4983,2012-48,7209,1.54,4,Mid Night
4984,2012-48,7210,19.17,4,Evening
4986,2012-48,7375,0.41,4,Mid Night
4991,2012-48,7572,20.4,4,Evening
4992,2012-48,7590,0.51,4,Mid Night
4994,2012-48,7641,18.08,5,Evening
4996,2012-48,7678,8.03,3,Morning
4999,2012-48,7789,18.5,3,Evening
5003,2012-48,7899,5.36,4,Early Morning
5004,2012-48,7926,5.04,3,Early Morning
5006,2012-48,8029,16.15,5,After Noon
5007,2012-48,8068,20.02,5,Evening
5009,2012-48,8259,15.04,5,After Noon
5010,2012-48,8280,13.39,4,Mid Noon
5014,2012-48,8426,22.31,3,Night
5022,2012-48,8768,2.0,5,Mid Night
5028,2012-48,9042,7.51,6,Morning
5031,2012-48,9083,7.55,3,Morning
5033,2012-48,9281,6.46,6,Morning
5034,2012-48,9286,8.0,6,Morning
5035,2012-48,9312,11.49,5,Late Morning
5036,2012-48,9325,23.34,3,Night
5041,2012-48,9402,13.23,7,Mid Noon
5045,2012-48,9532,11.09,3,Late Morning
5046,2012-48,9535,6.26,3,Morning
5049,2012-48,9601,2.4,4,Mid Night
5070,2012-48,10507,12.58,3,Mid Noon
5072,2012-48,10526,14.02,4,Mid Noon
5075,2012-48,10630,10.47,3,Late Morning
5077,2012-48,10734,15.39,6,After Noon
5090,2012-48,11160,17.52,3,After Noon
5091,2012-48,11186,14.3,5,Mid Noon
5092,2012-48,11240,9.11,4,Late Morning
5094,2012-48,11267,5.58,3,Early Morning
5095,2012-48,11300,13.59,3,Mid Noon
5101,2012-48,11688,5.23,4,Early Morning
5111,2012-49,445,3.26,3,Early Morning
5115,2012-49,510,10.27,3,Late Morning
5120,2012-49,603,6.03,4,Morning
5124,2012-49,679,17.02,6,After Noon
5125,2012-49,728,16.04,3,After Noon
5128,2012-49,783,20.34,3,Evening
5129,2012-49,906,22.49,6,Night
5130,2012-49,912,19.15,5,Evening
5134,2012-49,1055,22.44,5,Night
5138,2012-49,1202,3.07,3,Early Morning
5140,2012-49,1280,2.51,4,Mid Night
5146,2012-49,1479,10.56,3,Late Morning
5151,2012-49,1754,4.16,4,Early Morning
5154,2012-49,1811,16.09,7,After Noon
5155,2012-49,1822,11.59,3,Late Morning
5168,2012-49,2300,17.01,3,After Noon
5169,2012-49,2316,16.02,4,After Noon
5172,2012-49,2425,6.4,3,Morning
5173,2012-49,2447,11.4,3,Late Morning
5174,2012-49,2474,23.14,6,Night
5177,2012-49,2519,19.46,6,Evening
5178,2012-49,2539,19.26,3,Evening
5184,2012-49,2658,22.34,4,Night
5190,2012-49,2771,17.23,4,After Noon
5201,2012-49,3226,4.55,6,Early Morning
5202,2012-49,3269,1.03,7,Mid Night
5205,2012-49,3397,21.35,3,Night
5209,2012-49,3623,14.34,7,Mid Noon
5210,2012-49,3642,21.59,3,Night
5213,2012-49,3819,5.56,3,Early Morning
5215,2012-49,3843,18.53,4,Evening
5221,2012-49,4019,8.28,6,Morning
5222,2012-49,4022,18.11,4,Evening
5230,2012-49,4234,2.23,4,Mid Night
5231,2012-49,4263,22.07,4,Night
5233,2012-49,4282,18.33,3,Evening
5234,2012-49,4354,2.3,3,Mid Night
5239,2012-49,4489,5.58,4,Early Morning
5246,2012-49,4742,16.5,3,After Noon
5250,2012-49,4803,17.41,4,After Noon
5254,2012-49,4924,10.28,4,Late Morning
5255,2012-49,4934,3.08,4,Early Morning
5261,2012-49,5101,18.36,6,Evening
5268,2012-49,5240,8.56,4,Morning
5271,2012-49,5297,17.32,5,After Noon
5272,2012-49,5329,12.4,3,Mid Noon
5275,2012-49,5378,23.28,3,Night
5285,2012-49,5609,17.42,3,After Noon
5286,2012-49,5677,9.34,4,Late Morning
5288,2012-49,5705,0.35,4,Mid Night
5289,2012-49,5721,6.52,3,Morning
5293,2012-49,5939,12.38,4,Mid Noon
5295,2012-49,6050,10.06,3,Late Morning
5300,2012-49,6134,18.18,3,Evening
5302,2012-49,6171,2.05,4,Mid Night
5303,2012-49,6204,9.49,3,Late Morning
5306,2012-49,6282,14.29,4,Mid Noon
5309,2012-49,6312,19.47,3,Evening
5310,2012-49,6370,20.19,4,Evening
5312,2012-49,6504,10.25,3,Late Morning
5324,2012-49,6978,15.25,4,After Noon
5325,2012-49,7023,8.42,3,Morning
5326,2012-49,7107,1.51,4,Mid Night
5327,2012-49,7120,11.44,4,Late Morning
5328,2012-49,7131,12.43,3,Mid Noon
5329,2012-49,7153,7.48,4,Morning
5332,2012-49,7210,19.17,4,Evening
5336,2012-49,7511,5.28,3,Early Morning
5341,2012-49,7590,0.51,6,Mid Night
5355,2012-49,8029,16.15,4,After Noon
5356,2012-49,8068,20.02,5,Evening
5358,2012-49,8259,15.04,5,After Noon
5359,2012-49,8280,13.39,5,Mid Noon
5361,2012-49,8310,21.1,4,Night
5365,2012-49,8426,22.31,3,Night
5369,2012-49,8768,2.0,5,Mid Night
5373,2012-49,8912,4.14,3,Early Morning
5381,2012-49,9281,6.46,7,Morning
5382,2012-49,9286,8.0,4,Morning
5384,2012-49,9312,11.49,6,Late Morning
5388,2012-49,9402,13.23,6,Mid Noon
5389,2012-49,9434,4.17,6,Early Morning
5391,2012-49,9532,11.09,6,Late Morning
5393,2012-49,9540,18.23,3,Evening
5396,2012-49,9691,3.09,3,Early Morning
5405,2012-49,10258,8.3,3,Morning
5407,2012-49,10299,18.32,3,Evening
5409,2012-49,10320,19.35,5,Evening
5413,2012-49,10371,20.45,4,Evening
5418,2012-49,10734,15.39,4,After Noon
5419,2012-49,10763,23.0,3,Night
5426,2012-49,10945,5.2,3,Early Morning
5427,2012-49,10953,12.15,4,Mid Noon
5430,2012-49,11015,17.57,3,After Noon
5433,2012-49,11032,2.36,3,Mid Night
5440,2012-49,11300,13.59,3,Mid Noon
5452,2012-50,69,10.15,3,Late Morning
5458,2012-50,445,3.26,5,Early Morning
5464,2012-50,510,10.27,3,Late Morning
5466,2012-50,603,6.03,6,Morning
5470,2012-50,728,16.04,3,After Noon
5471,2012-50,754,18.15,3,Evening
5474,2012-50,783,20.34,3,Evening
5477,2012-50,906,22.49,5,Night
5478,2012-50,912,19.15,5,Evening
5479,2012-50,934,16.28,3,After Noon
5483,2012-50,1055,22.44,3,Night
5485,2012-50,1155,22.34,4,Night
5502,2012-50,1811,16.09,6,After Noon
5503,2012-50,1822,11.59,3,Late Morning
5510,2012-50,2042,0.11,4,Mid Night
5515,2012-50,2253,6.27,3,Morning
5517,2012-50,2300,17.01,3,After Noon
5518,2012-50,2316,16.02,7,After Noon
5520,2012-50,2447,11.4,3,Late Morning
5521,2012-50,2474,23.14,5,Night
5522,2012-50,2490,17.05,4,After Noon
5523,2012-50,2519,19.46,5,Evening
5527,2012-50,2610,23.29,4,Night
5530,2012-50,2658,22.34,4,Night
5531,2012-50,2744,3.21,3,Early Morning
5532,2012-50,2771,17.23,5,After Noon
5538,2012-50,3066,9.11,3,Late Morning
5545,2012-50,3226,4.55,4,Early Morning
5547,2012-50,3269,1.03,4,Mid Night
5553,2012-50,3560,14.23,3,Mid Noon
5556,2012-50,3623,14.34,6,Mid Noon
5557,2012-50,3642,21.59,3,Night
5564,2012-50,3957,9.43,3,Late Morning
5567,2012-50,4019,8.28,4,Morning
5568,2012-50,4022,18.11,5,Evening
5575,2012-50,4186,10.51,3,Late Morning
5585,2012-50,4489,5.58,5,Early Morning
5587,2012-50,4612,15.4,4,After Noon
5593,2012-50,4785,21.21,3,Night
5594,2012-50,4803,17.41,3,After Noon
5595,2012-50,4835,3.07,4,Early Morning
5597,2012-50,4924,10.28,5,Late Morning
5598,2012-50,4934,3.08,5,Early Morning
5600,2012-50,4974,23.21,4,Night
5603,2012-50,5057,10.05,3,Late Morning
5605,2012-50,5101,18.36,6,Evening
5609,2012-50,5240,8.56,3,Morning
5619,2012-50,5369,14.37,5,Mid Noon
5620,2012-50,5378,23.28,3,Night
5623,2012-50,5415,20.35,4,Evening
5627,2012-50,5547,23.39,3,Night
5630,2012-50,5600,20.53,3,Evening
5631,2012-50,5609,17.42,3,After Noon
5632,2012-50,5638,13.25,3,Mid Noon
5635,2012-50,5721,6.52,4,Morning
5647,2012-50,6134,18.18,3,Evening
5648,2012-50,6135,15.1,3,After Noon
5649,2012-50,6171,2.05,3,Mid Night
5650,2012-50,6204,9.49,3,Late Morning
5652,2012-50,6312,19.47,4,Evening
5654,2012-50,6405,20.42,4,Evening
5658,2012-50,6637,17.32,3,After Noon
5659,2012-50,6757,18.59,5,Evening
5666,2012-50,6978,15.25,3,After Noon
5671,2012-50,7120,11.44,4,Late Morning
5672,2012-50,7153,7.48,3,Morning
5675,2012-50,7205,1.57,5,Mid Night
5676,2012-50,7209,1.54,6,Mid Night
5677,2012-50,7210,19.17,6,Evening
5683,2012-50,7536,11.39,3,Late Morning
5684,2012-50,7538,23.29,3,Night
5685,2012-50,7572,20.4,3,Evening
5686,2012-50,7590,0.51,7,Mid Night
5692,2012-50,7789,18.5,4,Evening
5694,2012-50,7839,19.07,4,Evening
5699,2012-50,8029,16.15,6,After Noon
5701,2012-50,8068,20.02,5,Evening
5704,2012-50,8259,15.04,4,After Noon
5705,2012-50,8280,13.39,5,Mid Noon
5715,2012-50,8768,2.0,4,Mid Night
5717,2012-50,8809,0.44,3,Mid Night
5724,2012-50,9083,7.55,7,Morning
5726,2012-50,9281,6.46,6,Morning
5727,2012-50,9286,8.0,3,Morning
5728,2012-50,9312,11.49,5,Late Morning
5729,2012-50,9325,23.34,3,Night
5731,2012-50,9390,19.46,4,Evening
5732,2012-50,9400,20.39,3,Evening
5733,2012-50,9402,13.23,7,Mid Noon
5734,2012-50,9434,4.17,6,Early Morning
5735,2012-50,9450,14.04,4,Mid Noon
5738,2012-50,9532,11.09,5,Late Morning
5739,2012-50,9535,6.26,4,Morning
5740,2012-50,9558,23.46,3,Night
5764,2012-50,10352,14.0,3,Mid Noon
5768,2012-50,10507,12.58,3,Mid Noon
5771,2012-50,10599,14.11,6,Mid Noon
5773,2012-50,10656,11.34,3,Late Morning
5775,2012-50,10734,15.39,4,After Noon
5777,2012-50,10763,23.0,5,Night
5778,2012-50,10791,5.48,4,Early Morning
5781,2012-50,10953,12.15,5,Mid Noon
5786,2012-50,11083,17.26,3,After Noon
5799,2012-50,11688,5.23,4,Early Morning
5803,2012-50,11873,20.14,3,Evening
5810,2012-51,69,10.15,3,Late Morning
5812,2012-51,197,0.26,3,Mid Night
5817,2012-51,445,3.26,4,Early Morning
5820,2012-51,509,11.2,4,Late Morning
5821,2012-51,553,18.16,3,Evening
5822,2012-51,603,6.03,5,Morning
5826,2012-51,679,17.02,3,After Noon
5828,2012-51,728,16.04,5,After Noon
5829,2012-51,754,18.15,4,Evening
5833,2012-51,906,22.49,7,Night
5834,2012-51,912,19.15,5,Evening
5838,2012-51,1055,22.44,3,Night
5840,2012-51,1202,3.07,3,Early Morning
5853,2012-51,1769,5.43,3,Early Morning
5854,2012-51,1811,16.09,5,After Noon
5855,2012-51,1822,11.59,5,Late Morning
5856,2012-51,1865,15.06,3,After Noon
5861,2012-51,2042,0.11,3,Mid Night
5869,2012-51,2316,16.02,3,After Noon
5872,2012-51,2447,11.4,3,Late Morning
5873,2012-51,2474,23.14,6,Night
5874,2012-51,2490,17.05,4,After Noon
5876,2012-51,2519,19.46,4,Evening
5882,2012-51,2622,0.59,4,Mid Night
5883,2012-51,2658,22.34,5,Night
5886,2012-51,2771,17.23,5,After Noon
5890,2012-51,3066,9.11,4,Late Morning
5891,2012-51,3067,12.23,3,Mid Noon
5894,2012-51,3113,6.42,3,Morning
5896,2012-51,3139,17.13,4,After Noon
5898,2012-51,3226,4.55,5,Early Morning
5899,2012-51,3269,1.03,5,Mid Night
5905,2012-51,3556,21.49,3,Night
5907,2012-51,3623,14.34,7,Mid Noon
5908,2012-51,3642,21.59,3,Night
5917,2012-51,3957,9.43,5,Late Morning
5919,2012-51,4019,8.28,5,Morning
5920,2012-51,4022,18.11,4,Evening
5923,2012-51,4134,6.16,4,Morning
5929,2012-51,4263,22.07,4,Night
5930,2012-51,4282,18.33,4,Evening
5935,2012-51,4402,19.49,3,Evening
5939,2012-51,4612,15.4,6,After Noon
5942,2012-51,4713,2.03,3,Mid Night
5945,2012-51,4780,11.07,3,Late Morning
5948,2012-51,4835,3.07,3,Early Morning
5949,2012-51,4837,17.5,4,After Noon
5950,2012-51,4924,10.28,4,Late Morning
5951,2012-51,4934,3.08,3,Early Morning
5957,2012-51,5101,18.36,3,Evening
5961,2012-51,5240,8.56,4,Morning
5963,2012-51,5281,11.54,3,Late Morning
5968,2012-51,5364,16.27,3,After Noon
5971,2012-51,5386,8.02,3,Morning
5980,2012-51,5600,20.53,3,Evening
5981,2012-51,5609,17.42,4,After Noon
5987,2012-51,5721,6.52,3,Morning
5991,2012-51,5861,7.08,3,Morning
5994,2012-51,6050,10.06,5,Late Morning
5996,2012-51,6064,15.38,4,After Noon
6000,2012-51,6134,18.18,4,Evening
6001,2012-51,6171,2.05,5,Mid Night
6002,2012-51,6204,9.49,3,Late Morning
6003,2012-51,6282,14.29,4,Mid Noon
6004,2012-51,6312,19.47,4,Evening
6007,2012-51,6405,20.42,3,Evening
6013,2012-51,6637,17.32,3,After Noon
6021,2012-51,6909,15.47,3,After Noon
6026,2012-51,7023,8.42,5,Morning
6029,2012-51,7120,11.44,5,Late Morning
6030,2012-51,7131,12.43,3,Mid Noon
6034,2012-51,7210,19.17,5,Evening
6039,2012-51,7511,5.28,3,Early Morning
6042,2012-51,7572,20.4,4,Evening
6043,2012-51,7590,0.51,7,Mid Night
6046,2012-51,7641,18.08,3,Evening
6048,2012-51,7789,18.5,3,Evening
6051,2012-51,7926,5.04,4,Early Morning
6054,2012-51,8029,16.15,3,After Noon
6058,2012-51,8221,23.45,4,Night
6061,2012-51,8259,15.04,3,After Noon
6062,2012-51,8280,13.39,4,Mid Noon
6064,2012-51,8310,21.1,5,Night
6067,2012-51,8426,22.31,5,Night
6077,2012-51,8768,2.0,6,Mid Night
6079,2012-51,8809,0.44,3,Mid Night
6082,2012-51,8912,4.14,4,Early Morning
6085,2012-51,9042,7.51,4,Morning
6088,2012-51,9083,7.55,5,Morning
6091,2012-51,9281,6.46,5,Morning
6092,2012-51,9286,8.0,3,Morning
6093,2012-51,9312,11.49,6,Late Morning
6094,2012-51,9325,23.34,3,Night
6098,2012-51,9400,20.39,4,Evening
6099,2012-51,9402,13.23,6,Mid Noon
6100,2012-51,9434,4.17,5,Early Morning
6107,2012-51,9601,2.4,4,Mid Night
6109,2012-51,9691,3.09,4,Early Morning
6118,2012-51,9958,23.55,5,Night
6123,2012-51,10258,8.3,4,Morning
6128,2012-51,10352,14.0,3,Mid Noon
6137,2012-51,10734,15.39,3,After Noon
6141,2012-51,10791,5.48,4,Early Morning
6143,2012-51,10945,5.2,3,Early Morning
6144,2012-51,10953,12.15,5,Mid Noon
6145,2012-51,10961,12.48,3,Mid Noon
6146,2012-51,11015,17.57,4,After Noon
6149,2012-51,11083,17.26,3,After Noon
6152,2012-51,11186,14.3,4,Mid Noon
6156,2012-51,11300,13.59,6,Mid Noon
6164,2012-51,11730,11.58,3,Late Morning
6173,2012-52,42,19.05,4,Evening
6174,2012-52,69,10.15,4,Late Morning
6177,2012-52,197,0.26,3,Mid Night
6179,2012-52,445,3.26,4,Early Morning
6181,2012-52,509,11.2,6,Late Morning
6184,2012-52,603,6.03,4,Morning
6188,2012-52,728,16.04,4,After Noon
6189,2012-52,754,18.15,3,Evening
6191,2012-52,783,20.34,3,Evening
6192,2012-52,906,22.49,6,Night
6193,2012-52,912,19.15,3,Evening
6195,2012-52,1027,2.13,4,Mid Night
6196,2012-52,1055,22.44,5,Night
6197,2012-52,1099,11.26,3,Late Morning
6200,2012-52,1280,2.51,4,Mid Night
6202,2012-52,1320,1.53,4,Mid Night
6205,2012-52,1339,19.56,4,Evening
6206,2012-52,1407,21.38,3,Night
